nome,preco,unidade,unidade_original,taco_codigo,taco_nome,similaridade,calorias,carboidratos,proteinas,gorduras,gorduras_saturadas,gorduras_trans,fibra,sodio
BETERRABA 355g,5.999999999999999,KG,Kilo,98,"Beterraba, crua",0.6622,48.82850869565215,11.111014492753624,1.9456521739130435,0.09,0.0,0,24.433333333333337,9.72
BICARBONATO DE SÓDIO,11.999999999999998,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Biomassa de Banana Verde 1Kg,8.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
BOUQUET GARNI 150g,67.13333333333334,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
BRÓCOLIS 250g,53.0,KG,Kilo,101,"Brócolis, cru",0.666,25.495131884057955,4.025072463768115,3.6449275362318847,0.26666666666666666,0.0,0,29.566666666666666,3.3333333333333335
CACAU 100% BARRA,68.0,KG,Kilo,183,"Cacau, cru",0.5167,74.29148000000004,19.411166666666677,0.9541666666666665,0.144,0.0,0,24.616333333333333,0.7003333333333334
CACAU EM PÓ  80%,93.3,KG,Kilo,183,"Cacau, cru",0.5196,74.29148000000004,19.411166666666677,0.9541666666666665,0.144,0.0,0,24.616333333333333,0.7003333333333334
Cajú,24.0,KG,Kilo,186,"Caju, cru",0.6367,43.065068521739114,10.288988840579705,0.9710144927536233,0.33,0.0,0,10.11,2.966666666666667
CALDO DE LEGUMES NATURAL,15.0,KG,Kilo,448,"Iogurte, natural",0.4583,51.48953333333329,1.9166666666666603,4.0633333333333335,3.04,13.7775,0,11.253333333333332,51.61633333333333
CAMARÃO DESCASCADO 71/90 400g,115.0,KG,Kilo,531,Camarão à baiana,0.4792,100.78304300403595,3.1736666666666653,7.941666666666666,5.967666666666667,116.78233333333333,0,14.863999999999999,84.78666666666668
CAMOMILA,69.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CANELA EM PÓ (SEM MISTURA),55.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CAPIM CIDREIRA OU LIMÃO,39.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CARÁ 958g,10.9,KG,Kilo,103,"Cará, cru",0.6367,95.6331347826087,22.954057971014496,2.282608695652174,0.1366666666666667,0.0,0,11.466666666666667,0.0
"Carne Moída Coringa 2,700Kg",37.69703703703704,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
"Carne seca Caseira 1,200Kg",66.98333333333335,KG,Kilo,385,"Carne, bovina, seca, crua",0.525,312.7484279036522,0.0,19.65833333333333,25.36666666666667,91.54666666666667,0,12.219666666666669,4439.55
Carne moída de soja muito saborosa 350g,25.171428571428574,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Castanha de cajú w3,81.99999999999999,KG,kilo,588,"Castanha-de-caju, torrada, salgada",0.5111,570.167626501619,29.13496600055695,18.50936733277639,46.279666666666664,0.0,0,236.61,125.0
castanha,81.99999999999999,KG,Kilo,589,"Castanha-do-Brasil, crua",0.4857,642.9630716810693,15.078659898440039,14.536340101559956,63.459,0.0,0,365.1233333333334,0.6539999999999999
CASTANHA DO PARÁ LARGE,90.0,KG,Kilo,496,"Chocolate, ao leite, com castanha do Pará",0.4708,558.8763333333334,55.37683333333334,7.4125,34.191,15.501333333333333,0,79.566,64.05
CASTANHA DO PARÁ MÉDIA,60.0,KG,Kilo,496,"Chocolate, ao leite, com castanha do Pará",0.4708,558.8763333333334,55.37683333333334,7.4125,34.191,15.501333333333333,0,79.566,64.05
CASTANHA DO PARÁ QUEBRADA,52.0,KG,Kilo,496,"Chocolate, ao leite, com castanha do Pará",0.4549,558.8763333333334,55.37683333333334,7.4125,34.191,15.501333333333333,0,79.566,64.05
CATCHUP QUERO 200g,36.3,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CAVALINHA,69.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CEBOLA 258g,7.99,KG,Kilo,107,"Cebola, crua",0.6453,39.420046376811584,8.853188405797098,1.7101449275362322,0.08,0.0,0,11.91666667,0.5966666666666667
CEBOLA EM PÓ,35.0,KG,Kilo,107,"Cebola, crua",0.5167,39.420046376811584,8.853188405797098,1.7101449275362322,0.08,0.0,0,11.91666667,0.5966666666666667
CEBOLA ROXA 288g,9.0,KG,Kilo,107,"Cebola, crua",0.5758,39.420046376811584,8.853188405797098,1.7101449275362322,0.08,0.0,0,11.91666667,0.5966666666666667
CEBOLINHA 150g,33.4,KG,Kilo,108,"Cebolinha, crua",0.6622,19.515885507246438,3.370724637681165,1.865942028985507,0.35,0.0,0,24.593333333333334,1.6033333333333335
CENOURA 200g,12.9,KG,Kilo,110,"Cenoura, crua",0.6521,34.13538840579714,7.66,1.322463768115942,0.17333333333333334,0.0,0,11.226666666666667,3.3333333333333335
CHÁ DE CAPIM CIDREIRA CX COM 10 SACHES 10g = 200ml de agua cada sache,3.45,KG,Caixa,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CHA VERDE (BANCHA),35.0,KG,Kilo,29,"Curau, milho verde",0.4327,78.43381831365585,13.944399957656858,2.3606000423431395,1.6369999999999998,4.742,0,15.961333333333334,20.512
CHA VERDE + CAPIM LIMÃO + ABACAXI 900ml,8.299999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CHAMPIGNONS,64.89999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CHEIRO VERDE,43.26666666666667,KG,Kilo,29,"Curau, milho verde",0.4353,78.43381831365585,13.944399957656858,2.3606000423431395,1.6369999999999998,4.742,0,15.961333333333334,20.512
CHIA (EXTRA BLACK),50.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CHIMICHURRI ( SEM PIMENTA),319.5,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CHOCOLATE AMARGO 70% barra,84.1,KG,Kilo,498,"Chocolate, meio amargo",0.6221,474.91776997327383,62.42288990116119,4.862443432172139,29.856666666666666,2.2203333333333335,0,107.36366666666667,8.866999999999999
CHOCOLATE AO LEITE BARRA,51.199999999999996,KG,Kilo,495,"Chocolate, ao leite",0.8033,539.5866666666667,59.576666666666675,7.22,30.26666666666667,16.5175,0,57.1,77.1
CHUCHU 494g,4.0,KG,Kilo,113,"Chuchu, cru",0.655,16.97891884057972,4.137391304347834,0.6992753623188407,0.06,0.0,0,7.226666666666667,0.0
CÔCO RALADO SEM  AÇUCAR GRANEL,31.99,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CÔCO RALADO SEM AÇUCAR SOCOCO 100g,77.8,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CÔCO SECO 700g,9.0,KG,Kilo,590,"Coco, cru",0.5196,406.4873531078099,10.401665876893027,3.69183412310697,41.976333333333336,0.0,0,51.4595,15.32
CÕCO VERDE  500ML SÓ DE AGUA,10.0,KG,Kilo,478,"Coco, água de",0.5833,21.50859424050649,5.284666666666672,0.0,0.0,0.0,0,5.158333333333334,1.782333333333333
COENTRO 30g,166.70000000000002,KG,Kilo,114,"Coentro, folhas desidratadas",0.4506,309.0707468044758,47.955,20.875,10.386666666666668,0.0,0,392.78833333333336,18.255333333333333
COGUMELOS 200g,14.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
COGUMELOS SHIMEJI 200g in natura,22.5,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
COLORAU,20.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
COMINHO 40G,6.99,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
COSTELINHA DE PORCO,22.799999999999997,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
COUVE 250g,19.96,KG,Kilo,117,"Couve-flor, crua",0.47,22.56334927536229,4.517536231884062,1.9057971014492752,0.21333333333333335,0.0,0,11.993333333333334,3.436666666666666
COUVE  FLOR 250g,15.84,KG,Kilo,117,"Couve-flor, crua",0.796,22.56334927536229,4.517536231884062,1.9057971014492752,0.21333333333333335,0.0,0,11.993333333333334,3.436666666666666
COXÃO MOLE,37.99,KG,Kilo,504,Maria mole,0.4667,301.2358875369997,73.55348320229848,3.8128501310348506,0.19,0.0,0,6.886666666666667,15.309333333333333
COXA SOLTEIRA,11.9,KG,kILO,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
COUSCOUS ITALIANO DIVELLA CAIXA 500g,28.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CRAVO DA INDIA,119.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Cream Cheese 150g,56.6,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CREME DE LEITE 200g,23.45,KG,Kilo,447,Creme de Leite,1.0,221.48354127513312,4.509526639620461,1.5078066937128702,22.479333333333333,66.47566666666667,0,7.540666666666667,51.724
CREME DE RICOTA light 200g Tirolez,43.449999999999996,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Creme de Ricota sem lactose150g,79.26666666666668,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
CURRY,19.9,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
DENTE DE LEÃO,110.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Emulsificante 200g,63.949999999999996,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
ERVA DOCE,65.99999999999999,KG,Kilo,475,"Chá, erva-doce, infusão 5%",0.622,1.3970599738756386,0.3913333333333213,0.0,0.0,0.0,0,0.8809999999999999,0.6253333333333334
ERVAS FINAS,419.5,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
ERVILHA QUERO 170g,29.4,KG,Kilo,559,"Ervilha, em vagem",0.5128,88.09358199977854,14.227583333333328,7.4520833333333325,0.47100000000000003,0.0,0,41.75966666666667,0.0
ERVILHA 500g YOKI,29.96666666666667,KG,Kilo,559,"Ervilha, em vagem",0.4867,88.09358199977854,14.227583333333328,7.4520833333333325,0.47100000000000003,0.0,0,41.75966666666667,0.0
ESSÊNCIA PARA BOLO,200.0,KG,Kilo,14,"Bolo, mistura para",0.478,418.6333333333333,84.71391304347826,6.159420289855073,6.126666666666666,0.0,0,27.921999999999997,462.88
ESPINAFRE 350g,11.399999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
ESPINHEIRA SANTA,60.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
EXTRATO DE BAUNILHA (BOMBAY EXTRATO NATURAL DE BAUNILHA),26.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
EXTRATO DE TOMATE  ELEFANTE 300g,22.999999999999996,KG,Kilo,158,"Tomate, extrato",0.6389,60.93343365217388,14.95861739130434,2.4347826086956523,0.19,0.0,0,29.3266,497.93333333333334
FARELO DE AVEIA,11.0,KG,Kilo,48,"Pão, aveia, forma",0.4213,343.0853666666667,59.56666666666666,12.35,5.693333333333334,0.0,0,56.68033333333333,605.7629999999999
FARINHA DE AMENDOAS,89.0,KG,Kilo,123,"Farinha, de puba",0.4881,360.17977487993244,87.28533333333334,1.6166666666666667,0.46900000000000003,0.0,0,27.486666666666665,3.607666666666667
FARINHA DE ARROZ,10.0,KG,Kilo,31,"Farinha, de arroz, enriquecida",0.7705,363.0564801812235,85.50400004069012,1.2693332926432292,0.3,0.0,0,4.3,17.101666666666667
FARINHA DE AVEIA,11.399999999999999,KG,Kilo,123,"Farinha, de puba",0.5267,360.17977487993244,87.28533333333334,1.6166666666666667,0.46900000000000003,0.0,0,27.486666666666665,3.607666666666667
FARINHA DE CÔCO,54.4,KG,Kilo,34,"Farinha, de rosca",0.5267,370.5780966666666,75.78566666666666,11.380999619166056,1.4633333333333332,0.0,0,56.87966666666667,332.5
FARINHA DE GRAO DE BICO,18.0,KG,Kilo,575,"Grão-de-bico, cru",0.55,354.70287658909956,57.88416666666667,21.229166666666664,5.43,0.0,0,146.38700000000003,5.194
FARINHA DE MANDIOCA,11.7,KG,Kilo,121,"Farinha, de mandioca, crua",0.8103,360.8696985507246,87.89898550724637,1.5543478260869565,0.27666666666666667,0.0,0,37.0,1.0233333333333332
FARINHA DE ROSCA,12.79,KG,Kilo,34,"Farinha, de rosca",1.0,370.5780966666666,75.78566666666666,11.380999619166056,1.4633333333333332,0.0,0,56.87966666666667,332.5
FARINHA DE TRIGO BRANCA,6.48,KG,Kilo,35,"Farinha, de trigo",0.7933,360.4729785507247,75.09255072463769,9.79078260869565,1.366666666666667,0.0,0,31.00333333333333,0.7366666666666667
FARINHA DE TRIGO INTEGRAL,10.0,KG,Kilo,35,"Farinha, de trigo",0.7834,360.4729785507247,75.09255072463769,9.79078260869565,1.366666666666667,0.0,0,31.00333333333333,0.7366666666666667
FARINHA DE TRIGO INTEGRAL RENATA,8.6,KG,Kilo,35,"Farinha, de trigo",0.6262,360.4729785507247,75.09255072463769,9.79078260869565,1.366666666666667,0.0,0,31.00333333333333,0.7366666666666667
FARINHA DE TRIGO SERRACENO 500g,20.2,KG,Kilo,35,"Farinha, de trigo",0.7789,360.4729785507247,75.09255072463769,9.79078260869565,1.366666666666667,0.0,0,31.00333333333333,0.7366666666666667
FÉCULA DE BATATA,14.399999999999999,KG,Kilo,124,"Fécula, de mandioca",0.4881,330.85055833333337,81.14916666666667,0.5208333333333333,0.2833333333333334,0.0,0,3.017,2.449
FÉCULA DE MANDIOCA (POVILHO DOCÊ),12.9,KG,Kilo,124,"Fécula, de mandioca",1.0,330.85055833333337,81.14916666666667,0.5208333333333333,0.2833333333333334,0.0,0,3.017,2.449
FEIJAO BRANCO,18.999999999999996,KG,Kilo,125,"Feijão, broto, cru",0.4698,38.723236375411325,7.758333333333329,4.166666666666666,0.10266666666666667,0.0,0,25.126,1.7930000000000001
FEIJÃO CARIOCA,9.9,KG,Kilo,562,"Feijão, carioca, cru",0.8125,329.0267362318841,61.22144927536232,19.981884057971016,1.2566666666666666,0.0,0,209.9466666666667,0.0
FEIJAO fradinho,18.0,KG,Kilo,564,"Feijão, fradinho, cru",0.8141,339.16476666666665,61.24,20.208333333333336,2.365,0.0,0,178.39066666666668,10.313666666666668
FEIJAO PRETO,6.999999999999999,KG,Kilo,568,"Feijão, preto, cru",0.8086,323.5657115942029,58.75246376811595,21.344202898550723,1.24,0.0,0,188.10666666666665,0.0
FEIJÃO VERDE,29.900000000000002,KG,Kilo,568,"Feijão, preto, cru",0.4464,323.5657115942029,58.75246376811595,21.344202898550723,1.24,0.0,0,188.10666666666665,0.0
FEIJÃO VERMELHO DE CORDA,15.0,KG,Kilo,145,"Pimentão, vermelho, cru",0.4571,23.28136376811601,5.466811594202911,1.039855072463768,0.1466666666666667,0.0,0,11.13,0.0
FEJAO de corda,15.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
FERMENTO EM PÓ ROYAL,51.9,KG,Kilo,513,"Fermento em pó, químico",0.6111,89.72206665112176,43.91133334795634,0.4753333187103272,0.07333333333333333,0.0,0,0.0,10052.411333333333
FILÉ DE MERLUSA,49.800000000000004,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Filé Mignon suino,24.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Filé de Pintado,68.49,KG,Kilo,312,"Pintado, cru",0.471,91.08323333333333,0.0,18.55666666666667,1.3133333333333335,50.3,0,23.69666666666667,43.336666666666666
FILME PVC 38CM X 100MTS (REFIL) GUARUFILME,147.5,KG,Rolo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
FLOCOS DE MILHO (CEREAL SEM AÇUCAR),27.999999999999996,KG,Kilo,503,Glicose de milho,0.5667,292.1184052991867,79.38,0.0,0.0,0.0,0,1.8953333333333333,58.92966666666666
FOLHA DE LOURO,2.8999999999999995,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
FOLHA DE MARACUJÁ,57.99999999999999,KG,Kilo,232,"Maracujá, cru",0.4744,68.43950869565214,12.264202898550717,1.9891304347826089,2.103333333333333,0.0,0,27.96666666666667,1.58
FORMINHA DE CUPCAKE DOURADA,24.0,KG,Pacote,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Frango desfiado Vegano 350g (vegetariano e Vegano),26.97142857142857,KG,Kilo,400,"Frango, fígado, cru",0.4333,106.48456666666667,-0.02333333333333809,17.58666666666667,3.49,340.58,0,27.83,82.43333333333332
FRASCO PLAST PET C/TAMPA 300ML USICOMP C/10UNDS,12.35,KG,Pacote,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
FRUTAS VERMELHAS MIX 300g,18.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
FUBA ARTESANAL,11.899999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
FUBÁ MIMOSO YOKI 500g,11.399999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
GENGIBRE 185g,10.9,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
GERGELIM,33.75,KG,Kilo,593,"Gergelim, semente",0.6367,583.5467147545495,21.617665904998766,21.164667428334557,50.43266666666667,0.0,0,360.6886666666667,2.5749999999999997
GERME DE TRIGO,39.0,KG,Kilo,35,"Farinha, de trigo",0.4583,360.4729785507247,75.09255072463769,9.79078260869565,1.366666666666667,0.0,0,31.00333333333333,0.7366666666666667
GIRASSOL,35.0,KG,Kilo,269,"Óleo, de girassol",0.6576,884.0,0.0,0.0,100.0,0.0,0,0.0,0.0
GLÚTEM DE TRIGO (farinha de glútem),49.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
GOMA GUAR,44.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
GOMA XANTANA,165.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
GOTAS DE CHOCOLATE,50.0,KG,Kilo,495,"Chocolate, ao leite",0.4667,539.5866666666667,59.576666666666675,7.22,30.26666666666667,16.5175,0,57.1,77.1
GRANOLA TRADICIONAL (TEMOS VARIOS TIPOS),37.99999999999999,KG,Kilo,46,"Mingau tradicional, pó",0.475,373.4214666666667,89.33666666666667,0.5833333333333334,0.37,0.0,0,4.280666666666666,14.855333333333334
GRÃO DE BICO (8mm),18.0,KG,Kilo,575,"Grão-de-bico, cru",0.8,354.70287658909956,57.88416666666667,21.229166666666664,5.43,0.0,0,146.38700000000003,5.194
Grão de Bico Vegano 350g (vegana),36.74285714285714,KG,Kilo,575,"Grão-de-bico, cru",0.5948,354.70287658909956,57.88416666666667,21.229166666666664,5.43,0.0,0,146.38700000000003,5.194
HIBISCO,85.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Hamburguer vegetariano 165g,14.114285714285716,KG,Kilo,415,"Hambúrguer, bovino, cru",0.4738,214.836,4.15375,13.15625,16.177333333333333,70.012,0,24.523,869.459
HORTELÃ  maço 50g,80.0,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
INHAME 155g,14.3,KG,Kilo,126,"Inhame, cru",0.655,96.69983188405796,23.23260869565217,2.0507246376811596,0.21333333333333335,0.0,0,28.763333333333332,0.0
IOGURTE DESNATADO NESTLE 160g,18.7,KG,Kilo,449,"Iogurte, natural, desnatado",0.5969,41.49271128155834,5.773953333333329,3.8343800687789917,0.3156666666666667,3.3316666666666666,0,11.983333333333334,59.644666666666666
IOGURTE NATURAL NESTLE 170g,17.599999999999998,KG,Kilo,448,"Iogurte, natural",0.7984,51.48953333333329,1.9166666666666603,4.0633333333333335,3.04,13.7775,0,11.253333333333332,51.61633333333333
JILÓ 62g,12.7,KG,Kilo,127,"Jiló, cru",0.6367,27.36514347826087,6.191159420289859,1.4021739130434783,0.22,0.0,0,20.62666666666667,0.0
KIT COPO 500ML G-850 C/TAMPA BOLHA GALVONETEK C/10UNDS,10.55,KG,Pacote,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
KIT POTE PP 500ML C/TAMPA TOTALPLAST KP-500 24UNDS,16.15,KG,Pacote,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
LACRE DE SEGURANÇA  BOA APETITE VERMELHO 2X7CM  500UNDS,20.85,KG,Rolo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Laranja,4.0,KG,kilo,482,"Refrigerante, tipo laranja",0.6041,45.62730000000003,11.79,0.0,0.0,0.0,0,1.2076666666666667,9.271666666666667
leite em Pó,5.0,KG,Kilo,523,"Leite, de coco",0.5556,166.16030161554647,2.1945999635060494,1.0140667031606039,18.364333333333335,0.0,0,16.825333333333333,44.294666666666664
Lascas de abóbora,11.9,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
LEITE EM PÓ MOLICO 260g,119.0,KG,Kilo,523,"Leite, de coco",0.445,166.16030161554647,2.1945999635060494,1.0140667031606039,18.364333333333335,0.0,0,16.825333333333333,44.294666666666664
LEITE EM PÓ PIRACANJUBA 400g,42.275,KG,Kilo,459,"Leite, de vaca, integral, pó",0.4619,496.6502999999999,39.18,25.42,26.903333333333336,85.25533333333333,0,77.42666666666666,323.2033333333333
LEITE INTEGRAL 1L,4.8999999999999995,KG,Kilo,20,"Canjica, com leite integral",0.7911,112.45677722046528,23.62773329099018,2.3606000423431395,1.2443333333333335,1.3506666666666665,0,5.838333333333334,27.58666666666667
LEITE SEM LACTOSE,80.0,KG,Kilo,523,"Leite, de coco",0.6367,166.16030161554647,2.1945999635060494,1.0140667031606039,18.364333333333335,0.0,0,16.825333333333333,44.294666666666664
LEITE SEM LACTOSE 1L PAULISTA,7.5,KG,Kilo,555,Virado à paulista,0.5115,306.94678645131984,14.10908333333333,10.18125,25.590666666666664,65.84266666666667,0,21.810333333333332,345.526
LEITE VEGETAL (SOJA) ADES 1L,8.0,KG,Kilo,460,"Leite, fermentado",0.4485,69.62147400000002,15.67447333333333,1.89486,0.09900000000000002,1.85166,0,6.2316666666666665,33.43066666666667
Leite Vegetais Amendoim 200ml,11.749999999999998,KG,Kilo,460,"Leite, fermentado",0.4327,69.62147400000002,15.67447333333333,1.89486,0.09900000000000002,1.85166,0,6.2316666666666665,33.43066666666667
"Leite Vegetais Aveia 1,500Kg",4.166666666666667,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Leite de Gergelim 1Kg,8.8125,KG,Kilo,460,"Leite, fermentado",0.4667,69.62147400000002,15.67447333333333,1.89486,0.09900000000000002,1.85166,0,6.2316666666666665,33.43066666666667
Leite de Amêndoas 500ml,30.26,KG,Kilo,460,"Leite, fermentado",0.5333,69.62147400000002,15.67447333333333,1.89486,0.09900000000000002,1.85166,0,6.2316666666666665,33.43066666666667
Leite de Linhaça 250ml,1.52,KG,Kilo,454,"Leite, de cabra",0.5,66.41574188654329,5.246093333333333,3.0709067217508954,3.7543333333333333,13.991666666666665,0,9.798666666666668,73.947
"Leite de Semente de Abóbora 1,250Kg",12.4,KG,Kilo,460,"Leite, fermentado",0.4764,69.62147400000002,15.67447333333333,1.89486,0.09900000000000002,1.85166,0,6.2316666666666665,33.43066666666667
"Leite de Arroz 1,250Kg",1.28,KG,Kilo,454,"Leite, de cabra",0.5303,66.41574188654329,5.246093333333333,3.0709067217508954,3.7543333333333333,13.991666666666665,0,9.798666666666668,73.947
Leite de Castanha-do-Pará 620ml,12.016129032258064,KG,Kilo,496,"Chocolate, ao leite, com castanha do Pará",0.8592,558.8763333333334,55.37683333333334,7.4125,34.191,15.501333333333333,0,79.566,64.05
"Leite de Castanha de caju 1,150Kg",11.269565217391307,KG,Kilo,496,"Chocolate, ao leite, com castanha do Pará",0.5333,558.8763333333334,55.37683333333334,7.4125,34.191,15.501333333333333,0,79.566,64.05
Leite de Quinoa 330ml,3.1818181818181817,KG,Kilo,523,"Leite, de coco",0.4848,166.16030161554647,2.1945999635060494,1.0140667031606039,18.364333333333335,0.0,0,16.825333333333333,44.294666666666664
Leite de Inhame 700ml,4.914285714285715,KG,Kilo,454,"Leite, de cabra",0.471,66.41574188654329,5.246093333333333,3.0709067217508954,3.7543333333333333,13.991666666666665,0,9.798666666666668,73.947
Leite de Côco 450ml,4.288888888888889,KG,kilo,523,"Leite, de coco",1.0,166.16030161554647,2.1945999635060494,1.0140667031606039,18.364333333333335,0.0,0,16.825333333333333,44.294666666666664
LENTLHA (CANADENSE),24.5,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
LEVEDURA NUTRICIONAL 120g,39.8,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Lemon Pepper 45g,177.77777777777777,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
LIMÃO CICILIANO 500g,19.2,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
LIMÃO TAHITI 120g,9.0,KG,Kilo,220,"Limão, tahiti, cru",0.8086,31.818153430163903,11.084416666666677,0.9395833333333332,0.14,0.0,0,9.696,1.2483333333333333
LINHAÇA DOURADA,30.0,KG,Kilo,594,"Linhaça, semente",0.4333,495.09611384365076,43.31219949315389,14.083867173512777,32.25293333333334,0.0,0,346.92233333333337,8.673333333333334
LINHAÇA MARROM,26.0,KG,Kilo,594,"Linhaça, semente",0.477,495.09611384365076,43.31219949315389,14.083867173512777,32.25293333333334,0.0,0,346.92233333333337,8.673333333333334
LOMBO SUINO,29.9,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MAÇA VERDE GRANSMITH 391g,19.99,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MAÇÃ VERMELHA FUJI 230g,12.9,KG,Kilo,222,"Maçã, Fuji, com casca, crua",0.4368,55.51520000000005,15.153333333333341,0.2866666666666667,0.0,0.0,0,2.04,0.0
MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,11.799999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MACARRAO PENE COMUM 500g,7.8,KG,Kilo,39,"Macarrão, instantâneo",0.4327,435.8647805333334,62.431653333333344,8.79168,17.236666666666668,0.0,0,19.366666666666664,1515.5266666666666
MACARRÃO SEM GLUTEM 500g PARAFUSO E PENNE,13.6,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
Maionese de Bio Massa 440g,9.899999999999999,KG,Kilo,,Sem equivalente TACO confiavel,0,0,0,0,0,0,0,0,0
MAISENA 500g,25.4,KG,Kilo,8,"Biscoito, doce, maisena",0.47,442.8193901449275,75.23414492753622,8.072521739130433,11.966666666666669,0.0,0,37.14333333333333,352.02666666666664
MAMÃO PAPAYA 300g,14.899999999999999,KG,Kilo,226,"Mamão, Papaia, cru",0.5179,40.156768942296566,10.439750000000016,0.45625,0.12433333333333334,0.0,0,22.176,1.6303333333333334
